bank,address,name
0,0xFE40,BANK_U2160-0
0,0xFE5F,BANK_U2160-1
0,0xFE7E,BANK_U2260-1
0,0xFE9D,BANK_U2260-2
1,0xFE40,BANK_U2160-0
1,0xFE5F,BANK_U2160-1
1,0xFE7E,BANK_U2260-0
1,0xFE9D,BANK_U2260-2
2,0xFE40,BANK_U2160-0
2,0xFE5F,BANK_U2160-1
2,0xFE7E,BANK_U2260-0
2,0xFE9D,BANK_U2260-1
